location,period,sex,total_prob,prob_cancer,prob_card,prob_resp,prob_diab
Bosnia and Herzegovina,2025,Male,23.6281,10.135,9.9665,2.4462,1.0804
Botswana,2000,Both sexes,23.1,10.1304,9.3631,3.306,0.3005
Botswana,2000,Female,19.6,8.2661,8.0815,2.4142,0.8382
Botswana,2000,Male,27.6,12.0449,11.7238,2.7953,1.036
Botswana,2005,Both sexes,23.7,10.3481,9.7347,3.3506,0.2666
Botswana,2005,Female,20.2,8.5813,8.6828,2.4638,0.4721
Botswana,2005,Male,28.0,11.5672,12.0331,4.0621,0.3376
Botswana,2010,Both sexes,22.2,9.3121,9.2005,3.1496,0.5378
Botswana,2010,Female,19.5,8.2641,8.4471,1.863,0.9258
Botswana,2010,Male,25.6,11.1604,10.6203,2.9833,0.836
Botswana,2015,Both sexes,20.7,8.7134,8.6765,2.6734,0.6367
Botswana,2015,Female,18.2,7.3553,7.8289,2.6552,0.3606
Botswana,2015,Male,23.7,9.5357,9.677,3.5506,0.9367
Botswana,2020,Both sexes,20.3,8.1312,8.2589,2.9761,0.9338
Botswana,2020,Female,17.9,7.7552,7.317,1.9941,0.8337
Botswana,2020,Male,23.4,10.3825,10.059,2.1625,0.796
Botswana,2025,Both sexes,20.6214,8.2171,8.45,3.0064,0.9479
Botswana,2025,Female,18.2317,7.955,7.3967,2.0335,0.8465
Botswana,2025,Male,23.9195,10.6584,10.2479,2.204,0.8092
Brazil,2000,Both sexes,24.4,10.8117,10.7904,2.2425,0.5554
Brazil,2000,Female,20.0,8.23,8.1206,3.3879,0.2615
Brazil,2000,Male,29.2,12.8902,11.734,3.5873,0.9885
Brazil,2005,Both sexes,20.8,8.9107,9.2721,2.381,0.2362
Brazil,2005,Female,16.9,7.5805,7.5579,1.521,0.2406
Brazil,2005,Male,25.0,10.8718,10.3717,2.5821,1.1744
Brazil,2010,Both sexes,19.0,7.8372,8.065,2.7397,0.3581
Brazil,2010,Female,15.4,6.7033,6.8724,1.559,0.2653
Brazil,2010,Male,23.0,10.3358,10.2857,2.1122,0.2663
Brazil,2015,Both sexes,17.0,7.1791,6.9574,2.325,0.5385
Brazil,2015,Female,13.8,5.9746,5.9977,1.242,0.5857
Brazil,2015,Male,20.5,9.0948,8.9505,1.845,0.6097
Brazil,2020,Both sexes,16.6,7.3035,7.2166,1.7332,0.3467
Brazil,2020,Female,13.5,6.0192,5.4924,1.3403,0.6481
Brazil,2020,Male,20.0,8.5902,8.361,2.7755,0.2733
Brazil,2025,Both sexes,16.941,7.4144,7.4216,1.7513,0.3537
Brazil,2025,Female,13.6786,6.1053,5.5505,1.3616,0.6612
Brazil,2025,Male,20.441,8.7979,8.5233,2.8414,0.2784
Brunei Darussalam,2000,Both sexes,20.5,8.4394,8.2431,3.5977,0.2198
Brunei Darussalam,2000,Female,18.3,7.9419,7.5197,1.96,0.8784
Brunei Darussalam,2000,Male,22.6,10.1561,9.5234,2.3471,0.5734
Brunei Darussalam,2005,Both sexes,17.5,7.6722,7.3655,1.9923,0.47
Brunei Darussalam,2005,Female,15.5,6.4748,6.4226,2.2638,0.3388
Brunei Darussalam,2005,Male,19.5,8.5191,8.0328,2.6669,0.2812
Brunei Darussalam,2010,Both sexes,17.4,7.6549,7.8282,1.566,0.3509
Brunei Darussalam,2010,Female,15.8,6.8157,7.0102,1.422,0.5521
Brunei Darussalam,2010,Male,19.0,8.3288,7.9818,2.1346,0.5548
Brunei Darussalam,2015,Both sexes,17.0,7.5531,7.3235,1.795,0.3284
Brunei Darussalam,2015,Female,15.3,6.7891,6.5246,1.377,0.6093
Brunei Darussalam,2015,Male,18.7,7.5028,8.2935,2.7007,0.203
Brunei Darussalam,2020,Both sexes,16.6,7.2179,6.9221,1.8127,0.6473
Brunei Darussalam,2020,Female,14.8,6.5051,6.1559,1.6205,0.5185
Brunei Darussalam,2020,Male,18.5,7.4605,7.6916,2.7637,0.5842
Brunei Darussalam,2025,Both sexes,16.8963,7.2959,7.0868,1.8511,0.6625
Brunei Darussalam,2025,Female,14.9946,6.5934,6.2328,1.6421,0.5263
Brunei Darussalam,2025,Male,18.8103,7.5651,7.8426,2.808,0.5946
Bulgaria,2000,Both sexes,28.5,11.5304,12.6504,3.7315,0.5877
Bulgaria,2000,Female,20.2,8.9507,8.8976,1.818,0.5337
Bulgaria,2000,Male,36.9,14.999,16.3997,3.7218,1.7795
Bulgaria,2005,Both sexes,27.5,12.0426,11.957,3.0561,0.4443
Bulgaria,2005,Female,18.5,7.8967,7.9485,2.0406,0.6142
Bulgaria,2005,Male,36.6,16.133,15.0507,4.7226,0.6937
Bulgaria,2010,Both sexes,25.1,11.0184,10.4794,3.2931,0.3091
Bulgaria,2010,Female,16.8,7.5557,6.8661,1.9439,0.4343
Bulgaria,2010,Male,33.7,15.1129,14.9692,3.033,0.5849
Bulgaria,2015,Both sexes,23.8,9.7957,10.6419,2.506,0.8564
Bulgaria,2015,Female,15.7,6.4186,6.4531,2.5543,0.274
Bulgaria,2015,Male,32.2,13.8585,13.7054,4.017,0.6191
Bulgaria,2020,Both sexes,23.6,10.3679,9.5455,3.0564,0.6302
Bulgaria,2020,Female,15.5,6.6754,6.3295,1.7256,0.7695
Bulgaria,2020,Male,32.0,14.2066,14.3116,2.88,0.6018
Bulgaria,2025,Both sexes,23.974,10.5416,9.6819,3.1119,0.6386
Bulgaria,2025,Female,15.8254,6.81,6.4655,1.7613,0.7886
Bulgaria,2025,Male,32.475,14.4676,14.4732,2.9222,0.612
Burkina Faso,2000,Both sexes,22.6,9.1856,9.4187,3.0976,0.8981
Burkina Faso,2000,Female,21.5,9.1455,8.6069,3.2858,0.4618
Burkina Faso,2000,Male,24.0,9.7929,10.5816,2.5867,1.0388
Burkina Faso,2005,Both sexes,22.5,9.7847,9.7652,2.1684,0.7817
Burkina Faso,2005,Female,21.8,9.6703,8.7519,2.4397,0.9381
Burkina Faso,2005,Male,23.5,10.2844,9.5864,2.5662,1.063
Burkina Faso,2010,Both sexes,22.4,9.5936,9.2591,2.5361,1.0112
Burkina Faso,2010,Female,21.8,9.6654,9.4921,1.962,0.6805
Burkina Faso,2010,Male,23.1,10.161,10.0005,2.079,0.8595
Burkina Faso,2015,Both sexes,21.9,9.5082,8.8434,2.5838,0.9646
Burkina Faso,2015,Female,21.4,9.4424,8.9322,2.2311,0.7943
Burkina Faso,2015,Male,22.6,9.5995,9.5831,2.6559,0.7615
Burkina Faso,2020,Both sexes,21.7,9.2777,8.7744,3.0764,0.5715
Burkina Faso,2020,Female,21.2,9.0056,8.5659,3.2297,0.3988
Burkina Faso,2020,Male,22.5,9.4193,9.2922,2.9124,0.8761
Burkina Faso,2025,Both sexes,22.1355,9.4589,8.9713,3.1194,0.5859
Burkina Faso,2025,Female,21.5693,9.1009,8.7915,3.2722,0.4047
Burkina Faso,2025,Male,22.9112,9.5645,9.4791,2.9711,0.8965
Burundi,2000,Both sexes,23.5,10.2029,9.9239,2.881,0.4922
Burundi,2000,Female,24.7,10.0821,10.8616,2.824,0.9323
Burundi,2000,Male,22.3,10.0318,9.3952,2.2474,0.6256
Burundi,2005,Both sexes,22.8,10.2245,9.9746,2.2542,0.3467
Burundi,2005,Female,23.8,9.9051,10.1015,2.822,0.9714
Burundi,2005,Male,21.8,9.5465,8.7468,3.2694,0.2373
Burundi,2010,Both sexes,22.8,9.4631,9.9273,3.1202,0.2894
Burundi,2010,Female,23.1,9.2928,10.2466,2.43,1.1306
Burundi,2010,Male,22.5,9.6549,9.3891,2.6721,0.7839
Burundi,2015,Both sexes,22.8,9.737,10.2178,2.3054,0.5398
Burundi,2015,Female,22.7,10.1438,9.8608,2.4069,0.2885
Burundi,2015,Male,23.0,9.9275,10.2718,2.4763,0.3244
Burundi,2020,Both sexes,22.9,9.8664,10.2835,2.061,0.6891
Burundi,2020,Female,22.7,9.9651,9.2014,2.6154,0.9181
Burundi,2020,Male,23.1,9.5401,9.9723,2.8577,0.7299
Burundi,2025,Both sexes,23.4613,10.0845,10.5634,2.1093,0.7041
Burundi,2025,Female,23.0036,10.1243,9.2958,2.6473,0.9362
Burundi,2025,Male,23.5807,9.711,10.1948,2.9294,0.7455
Cabo Verde,2000,Both sexes,20.9,8.8632,8.4826,3.2406,0.3136
Cabo Verde,2000,Female,20.3,8.619,8.1852,2.8203,0.6755
Cabo Verde,2000,Male,21.9,9.5107,9.2312,2.7635,0.3946
Cabo Verde,2005,Both sexes,19.4,8.5078,8.5794,1.746,0.5668
Cabo Verde,2005,Female,18.3,8.1626,7.8842,1.647,0.6062
Cabo Verde,2005,Male,20.9,9.0144,8.4972,3.1523,0.2361
Cabo Verde,2010,Both sexes,18.3,7.3485,7.9163,2.5825,0.4527
Cabo Verde,2010,Female,17.2,7.0396,7.627,1.8271,0.7063
Cabo Verde,2010,Male,20.0,8.8644,8.4732,1.8,0.8624
Cabo Verde,2015,Both sexes,17.4,7.3252,7.5155,2.1086,0.4507
Cabo Verde,2015,Female,16.1,7.1597,6.6251,2.0169,0.2983
Cabo Verde,2015,Male,19.1,7.9019,8.5797,2.1147,0.5037
Cabo Verde,2020,Both sexes,17.2,7.0699,6.9508,2.5391,0.6402
Cabo Verde,2020,Female,15.9,6.4801,6.7037,1.9571,0.7591
Cabo Verde,2020,Male,19.0,8.2218,7.8596,2.006,0.9126
Cabo Verde,2025,Both sexes,17.622,7.2632,7.117,2.5882,0.6536
Cabo Verde,2025,Female,16.2781,6.6561,6.8466,2.0001,0.7753
Cabo Verde,2025,Male,19.3903,8.4268,8.0039,2.0289,0.9307
Cambodia,2000,Both sexes,25.5,10.4135,10.3333,3.849,0.9042
Cambodia,2000,Female,23.7,9.5416,10.1214,3.1278,0.9092
Cambodia,2000,Male,27.7,12.0585,11.1237,3.2035,1.3143
Cambodia,2005,Both sexes,24.0,10.0208,9.6398,4.024,0.3154
Cambodia,2005,Female,21.7,9.4281,9.5486,2.3326,0.3907
Cambodia,2005,Male,26.9,11.2939,10.9385,3.788,0.8796
Cambodia,2010,Both sexes,22.2,9.0382,9.4338,2.9571,0.7709
Cambodia,2010,Female,20.3,8.4514,8.6455,2.9288,0.2743
Cambodia,2010,Male,24.9,10.8346,10.6568,3.1499,0.2587
Cambodia,2015,Both sexes,21.3,8.8306,9.2602,2.2634,0.9458
Cambodia,2015,Female,19.4,7.8618,7.9948,2.5838,0.9596
Cambodia,2015,Male,24.0,10.5358,9.6475,3.1153,0.7014
Cambodia,2020,Both sexes,21.1,8.7238,9.2814,2.6218,0.473
Cambodia,2020,Female,19.1,8.0148,8.0983,2.3374,0.6495
Cambodia,2020,Male,23.9,10.104,9.5739,3.9139,0.3082
Cambodia,2025,Both sexes,21.5385,8.8974,9.4947,2.6619,0.4845
Cambodia,2025,Female,19.585,8.2065,8.3278,2.385,0.6657
Cambodia,2025,Male,24.2745,10.2315,9.7367,3.9943,0.312
Cameroon,2000,Both sexes,24.5,10.3667,10.8636,2.312,0.9577
Cameroon,2000,Female,24.5,10.2545,11.0099,2.9513,0.2843
Cameroon,2000,Male,24.6,10.7535,10.3634,2.8967,0.5864
Cameroon,2005,Both sexes,22.8,9.3804,10.2558,2.052,1.1118
Cameroon,2005,Female,22.5,9.0812,9.0345,3.9274,0.4569
Cameroon,2005,Male,23.2,10.0344,9.5115,2.7909,0.8632
Cameroon,2010,Both sexes,21.8,8.9589,9.7837,2.5456,0.5118
Cameroon,2010,Female,21.1,8.9656,9.0259,2.2905,0.818
Cameroon,2010,Male,22.6,9.2458,9.9324,2.6004,0.8214
Cameroon,2015,Both sexes,21.8,9.213,9.4215,2.4885,0.677
Cameroon,2015,Female,21.0,8.6595,8.5675,2.8307,0.9423
Cameroon,2015,Male,22.6,9.8667,9.1322,3.3205,0.2806
Cameroon,2020,Both sexes,21.6,9.5806,9.4112,1.944,0.6642
Cameroon,2020,Female,20.9,9.2951,8.9322,1.881,0.7917
Cameroon,2020,Male,22.3,9.2985,9.8285,2.8785,0.2945
Cameroon,2025,Both sexes,21.9184,9.7159,9.5305,1.9994,0.6726
Cameroon,2025,Female,21.1592,9.4001,9.0223,1.9217,0.8151
Cameroon,2025,Male,22.769,9.4735,10.0588,2.9389,0.2978
Canada,2000,Both sexes,14.4,6.3169,5.8542,1.5263,0.7026
Canada,2000,Female,11.2,4.5751,4.7711,1.5909,0.2629
Canada,2000,Male,17.6,7.4393,7.2477,2.6852,0.2278
Canada,2005,Both sexes,12.6,5.3643,5.2663,1.5445,0.4249
Canada,2005,Female,10.1,4.1704,4.3717,1.3256,0.2323
Canada,2005,Male,15.2,6.2043,6.3772,1.8771,0.7414
Canada,2010,Both sexes,11.1,4.5397,4.5718,1.4461,0.5424
Canada,2010,Female,9.1,3.7525,4.0362,1.0582,0.2531
Canada,2010,Male,13.2,5.3994,5.8439,1.5647,0.392
Canada,2015,Both sexes,10.0,4.2962,4.4562,1.0634,0.1842
Canada,2015,Female,8.3,3.3746,3.6171,0.9235,0.3848
Canada,2015,Male,11.8,5.0876,5.0926,1.1558,0.464
Canada,2020,Both sexes,9.8,4.3448,4.2036,0.9817,0.2699
Canada,2020,Female,8.1,3.6048,3.4108,0.9137,0.1707
Canada,2020,Male,11.5,5.017,4.8798,1.0864,0.5168
Canada,2025,Both sexes,10.0606,4.46,4.3234,0.9994,0.2778
Canada,2025,Female,8.2683,3.706,3.4514,0.937,0.1739
Canada,2025,Male,11.6599,5.0798,4.9396,1.1179,0.5226
Central African Republic,2000,Both sexes,24.9,10.6019,10.5686,2.8163,0.9132
Central African Republic,2000,Female,24.5,10.6632,10.0473,2.8845,0.905
Central African Republic,2000,Male,25.3,10.2967,10.1579,4.2808,0.5646
Central African Republic,2005,Both sexes,24.3,9.7705,9.9002,3.4272,1.2021
Central African Republic,2005,Female,23.8,10.2806,10.5528,2.2957,0.6709
Central African Republic,2005,Male,25.0,11.2064,10.0062,2.5856,1.2018
Central African Republic,2010,Both sexes,24.9,10.0311,10.6213,3.0658,1.1818
Central African Republic,2010,Female,24.2,10.81,10.0625,2.5945,0.733
Central African Republic,2010,Male,25.7,10.3306,10.4369,4.2107,0.7218
Central African Republic,2015,Both sexes,23.7,10.2666,10.0424,2.3537,1.0373
Central African Republic,2015,Female,23.1,9.4777,9.3693,3.7727,0.4803
Central African Republic,2015,Male,24.5,10.7869,10.5171,2.205,0.991
Central African Republic,2020,Both sexes,23.1,10.1974,9.7377,2.7042,0.4607
Central African Republic,2020,Female,22.4,9.1477,9.0011,3.3674,0.8838
Central African Republic,2020,Male,23.9,10.2975,10.4046,2.7992,0.3987
Central African Republic,2025,Both sexes,23.5892,10.4756,9.8999,2.7467,0.467
Central African Republic,2025,Female,22.8426,9.3754,9.1297,3.4302,0.9073
Central African Republic,2025,Male,24.3637,10.4962,10.5864,2.8745,0.4066
Chad,2000,Both sexes,24.3,10.7015,10.6462,2.187,0.7653
Chad,2000,Female,23.4,9.9971,9.3667,3.4984,0.5378
Chad,2000,Male,25.4,10.7132,11.1986,3.112,0.3762
Chad,2005,Both sexes,24.5,10.2985,10.8667,2.3231,1.0117
Chad,2005,Female,24.1,10.127,10.0341,3.0544,0.8845
Chad,2005,Male,25.0,10.7088,10.9231,2.25,1.1181
Chad,2010,Both sexes,24.5,10.0642,10.6071,3.1977,0.631
Chad,2010,Female,24.2,10.8893,9.7383,2.3845,1.1879
Chad,2010,Male,24.7,10.6843,10.0116,3.1071,0.897
Chad,2015,Both sexes,24.1,10.4633,10.2391,2.561,0.8366
Chad,2015,Female,23.8,10.6278,10.3405,2.142,0.6897
Chad,2015,Male,24.4,10.8201,10.4561,2.8501,0.2737
Chad,2020,Both sexes,23.9,10.719,9.6722,2.6267,0.8821
Chad,2020,Female,23.7,10.3008,10.4732,2.133,0.793
Chad,2020,Male,24.2,10.2169,10.7305,2.8391,0.4135
Chad,2025,Both sexes,24.4453,10.959,9.8821,2.6965,0.9077
Chad,2025,Female,24.0468,10.4928,10.5851,2.1624,0.8065
Chad,2025,Male,24.7532,10.4832,10.9329,2.9142,0.4229
Chile,2000,Both sexes,14.6,6.5221,6.0967,1.7759,0.2053
Chile,2000,Female,12.0,4.9844,5.2818,1.355,0.3788
Chile,2000,Male,17.6,7.4676,7.266,2.4899,0.3765
Chile,2005,Both sexes,13.9,6.2241,5.5727,1.8554,0.2478
Chile,2005,Female,11.4,4.6988,5.0884,1.4713,0.1415
Chile,2005,Male,16.8,6.7264,7.2639,2.0383,0.7714
Chile,2010,Both sexes,13.3,5.5469,5.5728,1.8351,0.3452
Chile,2010,Female,10.9,4.7769,4.8031,0.981,0.339
Chile,2010,Male,16.0,6.8641,6.8269,1.7599,0.5491
Chile,2015,Both sexes,12.5,5.3772,5.4176,1.2705,0.4347
Chile,2015,Female,10.2,4.3447,4.3244,1.4184,0.1125
Chile,2015,Male,15.0,6.3476,6.2848,1.6995,0.6681
Chile,2020,Both sexes,12.4,5.1872,5.2056,1.5382,0.469
Chile,2020,Female,10.1,4.2285,4.1548,1.5862,0.1305
Chile,2020,Male,14.8,6.2075,6.252,2.0518,0.2887
Chile,2025,Both sexes,12.666,5.3206,5.2909,1.5752,0.4793
Chile,2025,Female,10.3498,4.3504,4.2537,1.6115,0.1342
Chile,2025,Male,15.1205,6.327,6.4159,2.0842,0.2934
China,2000,Both sexes,21.5,9.3176,8.7027,2.7282,0.7515
China,2000,Female,18.1,7.9069,8.0208,1.8344,0.3379
China,2000,Male,24.6,10.3957,10.5615,3.2315,0.4113
China,2005,Both sexes,19.0,7.9905,8.3979,1.7376,0.874
China,2005,Female,16.2,6.7026,7.1463,1.9145,0.4366
China,2005,Male,21.5,8.9799,8.8546,2.7792,0.8863
China,2010,Both sexes,18.1,7.2793,7.813,2.1379,0.8698
China,2010,Female,15.1,6.2122,6.2001,2.1677,0.52
China,2010,Male,20.8,8.9457,9.172,1.872,0.8103
China,2015,Both sexes,17.4,7.4169,7.5769,2.1579,0.2483
China,2015,Female,14.4,6.1082,6.3403,1.4906,0.4609
China,2015,Male,20.2,8.653,8.3391,2.2278,0.9801
China,2020,Both sexes,17.0,7.0646,7.3188,1.9596,0.657
China,2020,Female,14.1,5.7677,6.1202,1.9688,0.2433
China,2020,Male,19.8,8.1899,8.3294,2.9862,0.2945
China,2025,Both sexes,17.3679,7.204,7.4981,1.9908,0.675
China,2025,Female,14.3802,5.9159,6.2195,1.9975,0.2473
China,2025,Male,20.2367,8.3476,8.529,3.0594,0.3007
Colombia,2000,Both sexes,20.6,8.9104,8.7889,2.4274,0.4733
Colombia,2000,Female,18.6,8.0555,7.9587,1.8561,0.7297
Colombia,2000,Male,22.9,9.5413,9.9266,2.2925,1.1396
Colombia,2005,Both sexes,18.8,7.7331,7.8537,2.973,0.2402
Colombia,2005,Female,16.5,6.7928,7.0455,1.9158,0.7459
Colombia,2005,Male,21.4,9.1154,8.6323,2.7532,0.8991
Colombia,2010,Both sexes,17.3,7.0101,7.5466,2.1701,0.5732
Colombia,2010,Female,15.1,6.7151,6.1849,1.8537,0.3463
Colombia,2010,Male,19.8,8.1914,7.9986,3.3441,0.2659
Colombia,2015,Both sexes,15.9,7.1453,6.4685,1.6851,0.6011
Colombia,2015,Female,13.7,5.9543,6.159,1.3793,0.2074
Colombia,2015,Male,18.5,7.774,7.7961,2.2139,0.716
Colombia,2020,Both sexes,15.8,6.3956,6.3387,2.502,0.5637
Colombia,2020,Female,13.5,5.6639,5.8013,1.6316,0.4032
Colombia,2020,Male,18.3,7.8755,7.8202,2.2515,0.3528
Colombia,2025,Both sexes,16.079,6.5646,6.4147,2.5271,0.5726
Colombia,2025,Female,13.764,5.7409,5.9558,1.6535,0.4138
Colombia,2025,Male,18.6454,8.0416,7.941,2.3062,0.3566
Comoros,2000,Both sexes,25.9,11.0772,10.7557,3.3969,0.6702
Comoros,2000,Female,24.7,11.0154,10.4937,2.223,0.9679
Comoros,2000,Male,27.3,11.5304,11.7398,3.1936,0.8362
Comoros,2005,Both sexes,24.6,10.8561,10.8019,2.214,0.728
Comoros,2005,Female,23.1,9.656,9.3412,3.0061,1.0967
Comoros,2005,Male,26.1,10.4872,10.8356,4.2415,0.5357
Comoros,2010,Both sexes,23.5,10.5662,10.4892,2.115,0.3296
Comoros,2010,Female,21.8,8.8171,9.5432,3.1102,0.3295
Comoros,2010,Male,25.3,11.1852,10.779,2.4517,0.8841
Comoros,2015,Both sexes,23.0,9.7179,10.0696,2.6627,0.5498
Comoros,2015,Female,21.3,8.7699,8.9453,3.242,0.3428
Comoros,2015,Male,24.8,10.7445,10.9064,2.232,0.9171
Comoros,2020,Both sexes,22.9,9.6927,9.2289,3.2344,0.744
Comoros,2020,Female,21.2,8.693,9.048,3.1651,0.2939
Comoros,2020,Male,24.8,11.1075,10.1374,2.6227,0.9324
Comoros,2025,Both sexes,23.4141,9.8803,9.5022,3.2735,0.7581
Comoros,2025,Female,21.5714,8.9108,9.1402,3.2208,0.2996
Comoros,2025,Male,25.3817,11.4336,10.3389,2.6614,0.9478
Congo,2000,Both sexes,24.8,10.4563,10.3067,3.287,0.75
Congo,2000,Female,25.6,10.5165,11.0331,3.1286,0.9218
Congo,2000,Male,24.0,10.1274,9.7268,3.2906,0.8552
Congo,2005,Both sexes,22.1,9.2805,9.0017,3.2718,0.546
Congo,2005,Female,23.3,10.442,9.9602,2.097,0.8008
Congo,2005,Male,20.7,8.3506,8.3067,3.7238,0.3189
Congo,2010,Both sexes,19.0,8.3814,7.7259,2.0476,0.8451
Congo,2010,Female,20.1,8.8086,8.2157,2.4706,0.6051
Congo,2010,Male,17.8,7.9413,7.5535,1.6956,0.6096
Congo,2015,Both sexes,17.0,7.4715,7.059,2.2445,0.225
Congo,2015,Female,17.8,7.428,7.9883,1.7493,0.6344
Congo,2015,Male,16.1,6.7644,6.5797,2.1474,0.6085
Congo,2020,Both sexes,16.7,7.3909,6.8541,1.6663,0.7887
Congo,2020,Female,17.4,7.7238,7.7152,1.566,0.395
Congo,2020,Male,15.9,6.4525,7.0099,2.0365,0.4011
Congo,2025,Both sexes,17.0348,7.5847,6.9418,1.6988,0.8095
Congo,2025,Female,17.7727,7.8733,7.8816,1.6121,0.4057
Congo,2025,Male,16.1113,6.5213,7.1252,2.0587,0.4061
Costa Rica,2000,Both sexes,14.2,5.6936,5.8645,2.0681,0.5738
Costa Rica,2000,Female,11.9,4.7672,4.9035,1.6458,0.5835
Costa Rica,2000,Male,16.4,6.6724,6.999,2.4234,0.3052
Costa Rica,2005,Both sexes,12.6,5.1626,5.2717,1.831,0.3347
Costa Rica,2005,Female,10.9,4.366,4.5868,1.6283,0.3189
Costa Rica,2005,Male,14.4,6.3558,6.2882,1.296,0.46
Costa Rica,2010,Both sexes,13.0,5.7291,5.5999,1.3818,0.2892
Costa Rica,2010,Female,10.8,4.3906,4.7988,1.3083,0.3023
Costa Rica,2010,Male,15.2,6.5542,6.4806,1.7542,0.411
Costa Rica,2015,Both sexes,11.6,4.7787,4.7225,1.9264,0.1724
Costa Rica,2015,Female,9.5,3.8296,4.042,1.1547,0.4737
Costa Rica,2015,Male,13.7,5.6877,5.5492,1.9467,0.5164
Costa Rica,2020,Both sexes,11.5,4.6874,4.6353,1.7032,0.4741
Costa Rica,2020,Female,9.4,3.7872,4.0867,1.0623,0.4638
Costa Rica,2020,Male,13.7,5.795,5.5198,1.703,0.6822
Costa Rica,2025,Both sexes,11.7155,4.7949,4.6886,1.7446,0.4874
Costa Rica,2025,Female,9.538,3.8288,4.1574,1.0797,0.4721
Costa Rica,2025,Male,14.0612,5.9492,5.6791,1.731,0.7019
Croatia,2000,Both sexes,22.9,9.3067,9.5473,2.9669,1.0791
Croatia,2000,Female,15.4,6.4983,6.632,1.5348,0.7349
Croatia,2000,Male,30.8,12.6659,12.8931,4.4006,0.8404
Croatia,2005,Both sexes,20.7,9.2824,9.1067,1.863,0.4479
Croatia,2005,Female,13.2,5.7737,5.8158,1.188,0.4225
Croatia,2005,Male,28.6,12.8414,12.3007,2.574,0.8839
Croatia,2010,Both sexes,18.8,8.1072,7.879,2.4711,0.3427
Croatia,2010,Female,12.4,5.3592,5.2888,1.6072,0.1448
Croatia,2010,Male,25.6,10.3954,11.0272,3.1282,1.0492
Croatia,2015,Both sexes,17.2,6.9646,7.4479,2.0896,0.6979
Croatia,2015,Female,11.1,4.9772,4.604,1.0663,0.4525
Croatia,2015,Male,23.5,9.7114,9.4246,4.0517,0.3123
Croatia,2020,Both sexes,16.7,7.4787,7.2958,1.5225,0.403
Croatia,2020,Female,10.7,4.6338,4.3791,1.5056,0.1815
Croatia,2020,Male,22.8,9.4581,9.5187,2.8888,0.9344
Croatia,2025,Both sexes,17.0101,7.6009,7.4573,1.5435,0.4084
Croatia,2025,Female,10.9215,4.7293,4.4788,1.5284,0.185
Croatia,2025,Male,23.2616,9.606,9.7332,2.9673,0.9551
Cuba,2000,Both sexes,18.1,8.0304,7.8158,1.629,0.6248
Cuba,2000,Female,15.8,6.5149,6.8939,1.6064,0.7848
Cuba,2000,Male,20.4,8.3233,8.6308,3.2343,0.2116
Cuba,2005,Both sexes,17.6,7.4852,7.7798,1.6431,0.6919
Cuba,2005,Female,15.2,6.3061,6.5094,1.8136,0.5709
Cuba,2005,Male,20.0,8.5422,8.5903,2.2607,0.6068
Cuba,2010,Both sexes,17.6,7.5196,7.9065,1.584,0.5899
Cuba,2010,Female,15.1,6.5881,6.6574,1.5745,0.28
Cuba,2010,Male,20.0,8.0432,8.1648,3.4866,0.3054
Cuba,2015,Both sexes,16.6,7.4027,6.8494,1.6806,0.6673
Cuba,2015,Female,14.0,6.1435,6.0593,1.5578,0.2394
Cuba,2015,Male,19.1,8.0798,8.4441,1.8285,0.7476
Cuba,2020,Both sexes,16.4,6.7574,6.6596,2.6895,0.2935
Cuba,2020,Female,13.8,6.083,6.1143,1.242,0.3607
Cuba,2020,Male,19.0,8.4426,8.2135,1.9366,0.4073
Cuba,2025,Both sexes,16.6802,6.832,6.8099,2.7368,0.3015
Cuba,2025,Female,14.1787,6.2427,6.2961,1.2709,0.369
Cuba,2025,Male,19.3417,8.5538,8.3866,1.9897,0.4116
Cyprus,2000,Both sexes,14.1,6.0547,5.9791,1.563,0.5032
Cyprus,2000,Female,9.8,4.1947,4.2157,1.0264,0.3632
Cyprus,2000,Male,18.4,7.4197,7.8936,2.4895,0.5972
Cyprus,2005,Both sexes,13.8,5.9292,5.7902,1.7149,0.3657
Cyprus,2005,Female,10.3,4.3031,4.529,1.3266,0.1413
Cyprus,2005,Male,17.4,7.5652,6.9628,2.2668,0.6052
Cyprus,2010,Both sexes,11.8,4.9129,4.8078,1.817,0.2623
Cyprus,2010,Female,7.9,3.3372,3.4452,0.7585,0.3591
Cyprus,2010,Male,15.8,7.0126,7.1071,1.422,0.2583
Cyprus,2015,Both sexes,11.5,5.0507,4.9187,1.4132,0.1174
Cyprus,2015,Female,7.6,3.1169,3.4041,0.8911,0.1879
Cyprus,2015,Male,15.4,6.746,6.1872,1.8535,0.6133
Cyprus,2020,Both sexes,11.3,4.576,4.7468,1.5025,0.4747
Cyprus,2020,Female,7.5,3.231,3.0705,1.0169,0.1816
Cyprus,2020,Male,15.2,6.2351,6.5019,1.8654,0.5976
Cyprus,2025,Both sexes,11.5122,4.6339,4.8638,1.5278,0.4867
Cyprus,2025,Female,7.6615,3.2926,3.1548,1.0275,0.1866
Cyprus,2025,Male,15.5169,6.3266,6.668,1.9096,0.6127
Czechia,2000,Both sexes,22.6,9.9798,9.3486,2.5773,0.6943
Czechia,2000,Female,15.3,6.4487,6.7876,1.3954,0.6683
Czechia,2000,Male,30.5,12.6556,13.6345,3.5886,0.6213
Czechia,2005,Both sexes,19.9,8.7956,8.3419,2.1083,0.6542
Czechia,2005,Female,13.6,5.6675,5.4578,2.3256,0.1491
