application_number,sponsor_name,brand_name,dosage_form,route,marketing_status,prescription,price_per_dose
ANDA078551,HERITAGE PHARMA AVET,PRAMIPEXOLE DIHYDROCHLORIDE,TABLET,ORAL,Discontinued,cardiovascular,5122.21
ANDA078556,IMPAX LABS,DIGOXIN,TABLET,ORAL,Discontinued,diabetes,128.47
ANDA078559,FDC LTD,OFLOXACIN,SOLUTION/DROPS,OPHTHALMIC,Prescription,cancer,21683.82
ANDA078580,TEVA PARENTERAL,ZOLEDRONIC ACID,INJECTABLE,IV (INFUSION),None (Tentative Approval),chronic respiratory,3607.58
ANDA078584,HETERO LABS LTD III,NEVIRAPINE,TABLET,ORAL,Prescription,hepatitis,469.66
ANDA078593,WOCKHARDT BIO AG,SUMATRIPTAN SUCCINATE,INJECTABLE,SUBCUTANEOUS,Prescription,chronic respiratory,2887.95
ANDA078599,HIKMA PHARMS,GEMFIBROZIL,TABLET,ORAL,Discontinued,cardiovascular,5729.15
ANDA078605,TEVA PHARMS,MONTELUKAST SODIUM,TABLET,ORAL,Prescription,cancer,91436.0
ANDA078613,BARR LABS INC,ARIPIPRAZOLE,TABLET,ORAL,None (Tentative Approval),cancer,52713.04
ANDA078615,HERITAGE PHARMA,CETIRIZINE HYDROCHLORIDE ALLERGY,TABLET,ORAL,Discontinued,cancer,13878.86
ANDA078617,ACTAVIS MID ATLANTIC,CETIRIZINE HYDROCHLORIDE,SOLUTION,ORAL,Discontinued,diabetes,135.91
ANDA078623,APOTEX INC,ALBUTEROL SULFATE,SOLUTION,INHALATION,Discontinued,other,92.24
NDA017769,SANOFI AVENTIS US,CALCIMAR,INJECTABLE,INJECTION,Discontinued,chronic respiratory,1058.78
ANDA078640,PHARMOBEDIENT,ADENOSINE,INJECTABLE,INJECTION,Discontinued,cardiovascular,359.53
ANDA078644,PRINSTON INC,NEVIRAPINE,TABLET,ORAL,Discontinued,diabetes,126.99
ANDA078648,AVANTHI INC,DEXBROMPHENIRAMINE MALEATE AND PSEUDOEPHEDRINE SULFATE,"TABLET, EXTENDED RELEASE",ORAL,Discontinued,infc respiratory,468.44
ANDA078652,ZYDUS PHARMS USA INC,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,CAPSULE,ORAL,Over-the-counter,other,469.92
ANDA078654,SUN PHARM INDS INC,CLONAZEPAM,"TABLET, ORALLY DISINTEGRATING",ORAL,Discontinued,other,933.01
ANDA078674,SANDOZ,ROSIGLITAZONE MALEATE,TABLET,ORAL,None (Tentative Approval),hepatitis,3612.82
ANDA078680,UNICHEM,CETIRIZINE HYDROCHLORIDE ALLERGY,TABLET,ORAL,Discontinued,hepatitis,433.19
ANDA078680,UNICHEM,CETIRIZINE HYDROCHLORIDE HIVES,TABLET,ORAL,Discontinued,other,224.99
ANDA078688,NATCO PHARMA,NADOLOL AND BENDROFLUMETHIAZIDE,TABLET,ORAL,Discontinued,diabetes,151.05
ANDA078714,HIKMA,NICARDIPINE HYDROCHLORIDE,INJECTABLE,INJECTION,Discontinued,other,894.81
ANDA078735,OXFORD PHARMS,SIMVASTATIN,TABLET,ORAL,Prescription,other,33.89
ANDA078743,PHARMOBEDIENT,MALATHION,LOTION,TOPICAL,Discontinued,chronic respiratory,4071.63
ANDA078774,TARO,LEVETIRACETAM,SOLUTION,ORAL,Prescription,HIV,2830.98
ANDA078775,PHARMOBEDIENT,STAVUDINE,CAPSULE,ORAL,Discontinued,infc respiratory,2753.15
ANDA078804,BARR,ASPIRIN AND DIPYRIDAMOLE,"CAPSULE, EXTENDED RELEASE",ORAL,Prescription,cardiovascular,9580.24
ANDA078808,SANDOZ,GRANISETRON HYDROCHLORIDE,INJECTABLE,INJECTION,Discontinued,cancer,74814.93
ANDA078809,CARDINAL HEALTH 414,TECHNETIUM TC 99M SESTAMIBI,INJECTABLE,INJECTION,Prescription,other,850.27
ANDA078818,SUN PHARM,OXALIPLATIN,INJECTABLE,INTRAVENOUS,Discontinued,other,354.64
ANDA078829,AUROBINDO PHARMA,ZALEPLON,CAPSULE,ORAL,Prescription,tuberculosis,2794.1
ANDA078846,DR REDDYS LABS LTD,GRANISETRON HYDROCHLORIDE,TABLET,ORAL,Prescription,infc respiratory,3096.26
NDA007413,PHARMACIA AND UPJOHN,PROTAMINE SULFATE,POWDER,INTRAVENOUS,Discontinued,other,322.26
NDA017808,MYLAN IRELAND LTD,MIACALCIN,INJECTABLE,INJECTION,Discontinued,chronic respiratory,2872.73
ANDA078861,AUROBINDO PHARMA,SERTRALINE HYDROCHLORIDE,CONCENTRATE,ORAL,Prescription,cardiovascular,2404.72
ANDA078869,VIWIT PHARM,LEVETIRACETAM,TABLET,ORAL,Prescription,other,144.23
ANDA078880,BIONPHARMA,GRANISETRON HYDROCHLORIDE,INJECTABLE,INJECTION,Prescription,cancer,37522.23
ANDA078881,PHARMOBEDIENT,ROPINIROLE HYDROCHLORIDE,TABLET,ORAL,Discontinued,diabetes,160.89
NDA017813,VALEANT PHARM INTL,LIBRELEASE,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued,other,916.27
ANDA078909,APOZEAL PHARMS,RISPERIDONE,SOLUTION,ORAL,Prescription,other,458.26
ANDA078913,HIKMA,PROTRIPTYLINE HYDROCHLORIDE,TABLET,ORAL,Discontinued,tuberculosis,3231.98
ANDA078936,MYLAN,ESOMEPRAZOLE MAGNESIUM,"CAPSULE, DELAYED REL PELLETS",ORAL,Prescription,other,103.93
ANDA078959,SEPTODONT INC,PRILOCAINE HYDROCHLORIDE AND EPINEPHRINE BITARTRATE,INJECTABLE,INJECTION,Prescription,other,904.56
ANDA078980,RISING,MITOXANTRONE HYDROCHLORIDE,INJECTABLE,INJECTION,Discontinued,diabetes,135.29
ANDA079001,SUN PHARM,VECURONIUM BROMIDE,INJECTABLE,INJECTION,Prescription,diabetes,167.05
ANDA079020,SUN PHARMA GLOBAL,ATOMOXETINE HYDROCHLORIDE,CAPSULE,ORAL,None (Tentative Approval),other,794.65
ANDA079031,BARR LABS INC,METHYLPHENIDATE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued,HIV,1319.58
ANDA079056,CHARTWELL RX,ALFUZOSIN HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,Discontinued,ETS,2669.41
ANDA079062,AUROBINDO PHARMA LTD,ESCITALOPRAM OXALATE,SOLUTION,ORAL,Prescription,other,960.52
ANDA079086,PETNET,FLUDEOXYGLUCOSE F18,INJECTABLE,INTRAVENOUS,Prescription,hepatitis,493.69
ANDA079096,AMNEAL PHARMS NY,NAPROXEN SODIUM,TABLET,ORAL,Over-the-counter,cardiovascular,6846.35
ANDA079106,UNICHEM,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,TABLET,ORAL,Prescription,cardiovascular,9624.53
ANDA079116,COREPHARMA,RAMIPRIL,CAPSULE,ORAL,Prescription,other,301.28
ANDA079120,BIONPHARMA,LEVETIRACETAM,SOLUTION,ORAL,Prescription,other,861.59
ANDA079160,ACTAVIS TOTOWA,GEMCITABINE HYDROCHLORIDE,INJECTABLE,INJECTION,Discontinued,other,933.72
ANDA079165,MLV,ROPINIROLE HYDROCHLORIDE,TABLET,ORAL,Prescription,HIV,3748.08
ANDA079198,MYLAN INSTITUTIONAL,OCTREOTIDE ACETATE (PRESERVATIVE FREE),INJECTABLE,INJECTION,Prescription,chronic respiratory,1195.08
NDA017865,BAXTER HLTHCARE,AMINOACETIC ACID 1.5% IN PLASTIC CONTAINER,SOLUTION,IRRIGATION,Prescription,diabetes,100.1
NDA017866,BAXTER HLTHCARE,STERILE WATER IN PLASTIC CONTAINER,LIQUID,IRRIGATION,Prescription,cancer,3773.77
ANDA080001,ABBOTT,CALCIUM GLUCEPTATE,INJECTABLE,INJECTION,Discontinued,other,831.62
ANDA080003,ELKINS SINN,NITROFURANTOIN,TABLET,ORAL,Discontinued,hepatitis,4255.58
ANDA080086,PUREPAC PHARM,TRIPLE SULFA,TABLET,ORAL,Discontinued,chronic respiratory,3181.92
ANDA080100,FOREST PHARMS,SULFALOID,SUSPENSION,ORAL,Discontinued,other,353.18
NDA017874,BAXTER HLTHCARE CORP,TRANSDERM SCOP,SYSTEM,TRANSDERMAL,Prescription,diabetes,61.52
ANDA080211,PVT FORM,PREDNISOLONE,TABLET,ORAL,Discontinued,other,753.3
ANDA080232,REXALL,PREDNISONE,TABLET,ORAL,Discontinued,other,726.8
ANDA080254,LILLY,TESTOSTERONE PROPIONATE,INJECTABLE,INJECTION,Discontinued,cardiovascular,9130.4
ANDA080273,FOREST PHARMS,PROKLAR,TABLET,ORAL,Discontinued,ETS,3666.13
ANDA080281,SCHERING,ORETON,TABLET,BUCCAL,Discontinued,other,828.87
ANDA080285,ANABOLIC,PROPYLTHIOURACIL,TABLET,ORAL,Discontinued,chronic respiratory,3742.48
ANDA080309,PUREPAC PHARM,METHYLTESTOSTERONE,TABLET,ORAL,Discontinued,cardiovascular,6325.34
ANDA080324,WEST WARD,PREDNISOLONE,TABLET,ORAL,Discontinued,cancer,42811.25
ANDA080325,PUREPAC PHARM,PREDNISOLONE,TABLET,ORAL,Discontinued,other,902.22
NDA007529,LILLY,QUINIDINE GLUCONATE,INJECTABLE,INJECTION,Discontinued,other,651.32
ANDA080354,WATSON LABS,PREDNISOLONE,TABLET,ORAL,Prescription,other,398.96
ANDA080368,PHOENIX LABS NY,ISONIAZID,TABLET,ORAL,Discontinued,other,84.39
ANDA080371,SCHERER LABS,PREDNISONE,TABLET,ORAL,Discontinued,cardiovascular,2942.51
NDA017907,BRISTOL MYERS SQUIBB,GLUCOSCAN,INJECTABLE,INJECTION,Discontinued,cancer,54463.93
ANDA080407,WEST-WARD PHARMS INT,LIDOCAINE HYDROCHLORIDE,INJECTABLE,INJECTION,Prescription,chronic respiratory,1414.4
ANDA080442,BAUSCH,NUTRACORT,CREAM,TOPICAL,Discontinued,other,222.01
ANDA080455,WEST-WARD PHARMS INT,MEPERIDINE HYDROCHLORIDE,INJECTABLE,INJECTION,Prescription,other,527.87
ANDA080481,C AND M PHARMA,HC (HYDROCORTISONE),OINTMENT,TOPICAL,Discontinued,diabetes,75.47
ANDA080525,MK LABS,RESERPINE,TABLET,ORAL,Discontinued,cardiovascular,8014.08
ANDA080554,WYETH AYERST,CYANOCOBALAMIN,INJECTABLE,INJECTION,Discontinued,other,484.88
ANDA080571,DR REDDYS,THIAMINE HYDROCHLORIDE,INJECTABLE,INJECTION,Prescription,ETS,2890.62
ANDA080600,HIKMA PHARMS,FOLIC ACID,TABLET,ORAL,Discontinued,chronic respiratory,779.55
ANDA080615,WATSON LABS TEVA,DIMENHYDRINATE,INJECTABLE,INJECTION,Discontinued,chronic respiratory,1656.65
ANDA080642,SANDOZ,HYDROCORTISONE,TABLET,ORAL,Discontinued,cancer,41126.95
ANDA080660,MIZA PHARMS USA,OCUSULF-10,SOLUTION/DROPS,OPHTHALMIC,Discontinued,cancer,80859.64
ANDA080660,MIZA PHARMS USA,OCUSULF-30,SOLUTION/DROPS,OPHTHALMIC,Discontinued,diabetes,165.52
ANDA080696,WATSON LABS,CHLORPHENIRAMINE MALEATE,TABLET,ORAL,Discontinued,other,223.75
ANDA080699,SUN PHARM INDUSTRIES,MEPROBAMATE,TABLET,ORAL,Discontinued,cancer,61694.67
ANDA080712,BEL MAR,THIAMINE HYDROCHLORIDE,INJECTABLE,INJECTION,Discontinued,diabetes,86.52
NDA017944,GE HEALTHCARE,MPI DMSA KIDNEY REAGENT,INJECTABLE,INJECTION,Discontinued,other,988.26
ANDA080732,INWOOD LABS,HYDROCORTISONE,TABLET,ORAL,Discontinued,other,952.17
ANDA080738,HERITAGE PHARMA,DIPHENHYDRAMINE HYDROCHLORIDE,CAPSULE,ORAL,Discontinued,other,563.7
ANDA080757,BEL MAR,LIDOCAINE HYDROCHLORIDE W/ EPINEPHRINE,INJECTABLE,INJECTION,Discontinued,other,699.2
ANDA080758,BEL MAR,PROCAINE HYDROCHLORIDE W/ EPINEPHRINE,INJECTABLE,INJECTION,Discontinued,diabetes,170.21
ANDA080842,PUREPAC PHARM,RAUWOLFIA SERPENTINA,TABLET,ORAL,Discontinued,other,721.28
ANDA080925,SEPTODONT,ISOCAINE HYDROCHLORIDE,INJECTABLE,INJECTION,Discontinued,cancer,70042.9
ANDA080949,CHARTWELL MOLECULAR,PROMETHAZINE HYDROCHLORIDE,TABLET,ORAL,Discontinued,chronic respiratory,4794.84
ANDA080966,LANNETT,PROBALAN,TABLET,ORAL,Prescription,other,596.86
ANDA080970,PVT FORM,METHSCOPOLAMINE BROMIDE,TABLET,ORAL,Discontinued,other,636.67
ANDA080985,WEST WARD,VITAMIN A,CAPSULE,ORAL,Discontinued,HIV,4253.88
ANDA081025,SENORES PHARMS,CARISOPRODOL,TABLET,ORAL,Prescription,other,670.22
ANDA081030,SUN PHARM INDUSTRIES,QUINIDINE SULFATE,TABLET,ORAL,Discontinued,other,733.2
ANDA081128,SANDOZ,HYDROXYZINE PAMOATE,CAPSULE,ORAL,Discontinued,cardiovascular,2379.98
ANDA081189,WATSON LABS,HYDROCHLOROTHIAZIDE,TABLET,ORAL,Discontinued,diabetes,105.69
ANDA081223,MIKART,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,TABLET,ORAL,Discontinued,ETS,779.14
ANDA081224,ELKINS SINN,LEUCOVORIN CALCIUM,INJECTABLE,INJECTION,Discontinued,cancer,50675.39
ANDA081239,ESI,CYCRIN,TABLET,ORAL,Discontinued,tuberculosis,2305.85
ANDA081265,CHARTWELL RX,BENZTROPINE MESYLATE,TABLET,ORAL,Prescription,cancer,99716.85
ANDA083000,IVAX SUB TEVA PHARMS,FOLIC ACID,TABLET,ORAL,Discontinued,other,611.6
NDA017995,B BRAUN,DEXTROSE 60% IN PLASTIC CONTAINER,INJECTABLE,INJECTION,Discontinued,other,786.66
NDA017995,B BRAUN,DEXTROSE 60%,INJECTABLE,INJECTION,Discontinued,other,334.68
ANDA083035,IVAX SUB TEVA PHARMS,VITAMIN A,CAPSULE,ORAL,Discontinued,cancer,83188.22
ANDA083063,PERRIGO,DIPHENHYDRAMINE HYDROCHLORIDE,ELIXIR,ORAL,Discontinued,chronic respiratory,3094.67
ANDA083082,HIKMA PHARMS,CHLOROQUINE PHOSPHATE,TABLET,ORAL,Discontinued,other,697.3
ANDA083183,HIKMA,DIPHENHYDRAMINE HYDROCHLORIDE,INJECTABLE,INJECTION,Discontinued,cancer,29584.19
ANDA083187,STERLING WINTHROP,AFAXIN,CAPSULE,ORAL,Discontinued,cardiovascular,5508.95
NDA018013,SPECGX LLC,PAMELOR,CAPSULE,ORAL,Discontinued,other,634.4
ANDA083234,UPSHER SMITH LABS,GLUTETHIMIDE,TABLET,ORAL,Discontinued,cardiovascular,5911.49
ANDA083237,PUREPAC PHARM,DIPHENHYDRAMINE HYDROCHLORIDE,ELIXIR,ORAL,Discontinued,diabetes,187.28
ANDA083261,WYETH AYERST,SODIUM PENTOBARBITAL,INJECTABLE,INJECTION,Discontinued,other,898.37
NDA018016,BAXTER HLTHCARE,SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,INJECTABLE,INJECTION,Prescription,chronic respiratory,4856.37
ANDA083296,ALLERGAN HERBERT,AEROSEB-DEX,AEROSOL,TOPICAL,Discontinued,ETS,3353.77
ANDA083304,WATSON LABS,MEPROBAMATE,TABLET,ORAL,Discontinued,other,971.94
ANDA083311,ARCUM,VITAMIN A PALMITATE,CAPSULE,ORAL,Discontinued,hepatitis,4170.77
NDA007757,ROCHE,GANTRISIN,SOLUTION/DROPS,OPHTHALMIC,Discontinued,chronic respiratory,1390.62
ANDA083346,HOSPIRA,ISOPROTERENOL HYDROCHLORIDE,INJECTABLE,INJECTION,Discontinued,chronic respiratory,2165.81
ANDA083358,EPIC PHARMA LLC,PREDNISOLONE SODIUM PHOSPHATE,SOLUTION/DROPS,OPHTHALMIC,Discontinued,other,239.15
NDA018026,B BRAUN,DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,INJECTABLE,INJECTION,Discontinued,other,5.19
NDA018029,NOVARTIS,RITALIN-SR,"TABLET, EXTENDED RELEASE",ORAL,Discontinued,other,188.86
ANDA083501,WEST WARD,PROPOXYPHENE HYDROCHLORIDE,CAPSULE,ORAL,Discontinued,cardiovascular,90.4
ANDA083513,SAVAGE LABS,GVS,SUPPOSITORY,VAGINAL,Discontinued,chronic respiratory,3613.2
ANDA083524,MARSHALL PHARMA,SODIUM BUTABARBITAL,TABLET,ORAL,Discontinued,chronic respiratory,2156.39
ANDA083560,UPSHER SMITH LABS,HYDRALAZINE HYDROCHLORIDE,TABLET,ORAL,Discontinued,hepatitis,1597.24
ANDA083563,TEVA,DELCOBESE,TABLET,ORAL,Discontinued,other,761.96
ANDA083576,KEY PHARMS,QUINORA,TABLET,ORAL,Discontinued,cancer,83282.18
ANDA083583,HALSEY,QUINIDINE SULFATE,TABLET,ORAL,Discontinued,cardiovascular,9754.23
NDA018040,JANSSEN PHARMA,MONISTAT,INJECTABLE,INJECTION,Discontinued,diabetes,146.3
ANDA083639,ROCHE,ENDEP,TABLET,ORAL,Discontinued,other,462.07
ANDA083714,DR REDDYS,ESTRADIOL VALERATE,INJECTABLE,INJECTION,Discontinued,other,305.96
NDA018046,B BRAUN,DEXTROSE 10% IN PLASTIC CONTAINER,INJECTABLE,INJECTION,Discontinued,hepatitis,1150.48
NDA018047,B BRAUN,DEXTROSE 10% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,INJECTABLE,INJECTION,Discontinued,other,213.71
ANDA083778,LEGACY PHARMA,PRAMOSONE,CREAM,TOPICAL,Prescription,hepatitis,2075.49
ANDA083827,ALRA,PRAMINE,TABLET,ORAL,Discontinued,diabetes,198.77
ANDA083856,SOLVAY,ESTRATAB,TABLET,ORAL,Discontinued,cancer,285.2
ANDA083879,WARNER CHILCOTT,QUINIDINE SULFATE,TABLET,ORAL,Discontinued,cardiovascular,2012.2
ANDA083919,MEDPOINTE PHARM HLC,MILTOWN,TABLET,ORAL,Discontinued,cancer,19001.62
ANDA083930,HALSEY,DEXTROAMPHETAMINE SULFATE,TABLET,ORAL,Discontinued,diabetes,157.57
ANDA083972,SUN PHARM INDUSTRIES,HYDROCHLOROTHIAZIDE,TABLET,ORAL,Discontinued,other,353.13
ANDA083976,BAUSCH,TESTRED,CAPSULE,ORAL,Discontinued,cancer,45834.63
ANDA084013,SUN PHARM INDUSTRIES,DEXAMETHASONE,TABLET,ORAL,Discontinued,cancer,15032.69
ANDA084094,INTL MEDICATION,DIPHENHYDRAMINE HYDROCHLORIDE PRESERVATIVE FREE,INJECTABLE,INJECTION,Discontinued,diabetes,110.75
ANDA084107,MUTUAL PHARM,HYDRALAZINE HYDROCHLORIDE,TABLET,ORAL,Discontinued,other,104.1
ANDA084108,ALCON LABS INC,CYCLOGYL,SOLUTION/DROPS,OPHTHALMIC,Prescription,tuberculosis,2688.56
ANDA084114,UPSHER SMITH LABS,CHLORPROMAZINE HYDROCHLORIDE,TABLET,ORAL,Prescription,diabetes,64.69
ANDA084166,ABBOTT,PROMETHAZINE HYDROCHLORIDE,TABLET,ORAL,Discontinued,diabetes,168.58
ANDA084172,SOLA BARNES HIND,PREDNISOLONE SODIUM PHOSPHATE,SOLUTION/DROPS,OPHTHALMIC,Discontinued,other,567.04
ANDA084204,SUN PHARM INDUSTRIES,ISOSORBIDE DINITRATE,TABLET,SUBLINGUAL,Discontinued,other,724.24
ANDA084214,IMPAX LABS,PROMETHAZINE HYDROCHLORIDE,TABLET,ORAL,Discontinued,other,419.1
ANDA084218,REED AND CARNRICK,KWELL,LOTION,TOPICAL,Discontinued,other,382.11
ANDA084264,WEST WARD,CYANOCOBALAMIN,TABLET,ORAL,Discontinued,cancer,10001.25
NDA018084,ORTHO MCNEIL JANSSEN,TOLECTIN DS,CAPSULE,ORAL,Discontinued,other,524.33
ANDA084285,LANNETT,DICYCLOMINE HYDROCHLORIDE,CAPSULE,ORAL,Prescription,cancer,51547.32
ANDA084303,WATSON LABS,ORPHENADRINE CITRATE,"TABLET, EXTENDED RELEASE",ORAL,Discontinued,infc respiratory,2367.11
ANDA084319,BARR,TRIAMCINOLONE,TABLET,ORAL,Discontinued,other,740.78
ANDA084332,ROXANE,MEPROBAMATE,TABLET,ORAL,Discontinued,other,832.67
ANDA084360,WHITEWORTH TOWN PLSN,ACETAMINOPHEN AND CODEINE PHOSPHATE,TABLET,ORAL,Discontinued,diabetes,162.62
ANDA084362,WATSON LABS,GLUTETHIMIDE,TABLET,ORAL,Discontinued,diabetes,71.58
ANDA084364,WATSON LABS,TRIHEXYPHENIDYL HYDROCHLORIDE,TABLET,ORAL,Prescription,diabetes,143.31
NDA018090,OTSUKA ICU MEDCL,SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,INJECTABLE,INJECTION,Prescription,other,81.24
ANDA084386,WYETH AYERST,DIGOXIN,INJECTABLE,INJECTION,Discontinued,diabetes,154.19
ANDA084394,ACTAVIS MID ATLANTIC,SELENIUM SULFIDE,LOTION/SHAMPOO,TOPICAL,Discontinued,HIV,1940.1
ANDA084415,ABBOTT,CHLORPROMAZINE HYDROCHLORIDE,TABLET,ORAL,Discontinued,hepatitis,705.87
ANDA084428,TABLICAPS,PROPANTHELINE BROMIDE,TABLET,ORAL,Discontinued,ETS,4317.15
NDA018102,PHARMACIA AND UPJOHN,MEDROL,ENEMA,RECTAL,Discontinued,cancer,61478.03
ANDA084500,BRISTOL MYERS SQUIBB,ESTRACE,TABLET,ORAL,Discontinued,diabetes,103.21
ANDA084506,MUTUAL PHARM,DIPHENHYDRAMINE HYDROCHLORIDE,CAPSULE,ORAL,Discontinued,cancer,3266.57
ANDA084547,PERRIGO,MEPROBAMATE,TABLET,ORAL,Discontinued,hepatitis,2709.69
ANDA084551,WHITEWORTH TOWN PLSN,PROPOXYPHENE HYDROCHLORIDE,CAPSULE,ORAL,Discontinued,ETS,4619.97
ANDA084568,ABRAXIS PHARM,AMINOPHYLLINE,INJECTABLE,INJECTION,Discontinued,cancer,59718.71
ANDA084573,SOLVAY,DERMACORT,LOTION,TOPICAL,Discontinued,ETS,4859.67
NDA018117,ABBVIE,AZMACORT,"AEROSOL, METERED",INHALATION,Discontinued,cardiovascular,1407.69
ANDA084603,ROXANE,HYDROCHLOROTHIAZIDE W/ RESERPINE,TABLET,ORAL,Discontinued,other,568.74
ANDA084639,RACHELLE,CHLORDIAZACHEL,CAPSULE,ORAL,Discontinued,diabetes,169.72
ANDA084677,HALSEY,SODIUM PENTOBARBITAL,CAPSULE,ORAL,Discontinued,cardiovascular,5279.13
ANDA084696,LANNETT,PROCAINAMIDE HYDROCHLORIDE,CAPSULE,ORAL,Discontinued,other,91.98
ANDA084754,KANCHAN HLTHCARE,DEXAMETHASONE,ELIXIR,ORAL,Prescription,other,583.3
ANDA084789,LEDERLE,CHLORPROMAZINE HYDROCHLORIDE,TABLET,ORAL,Discontinued,other,612.13
ANDA084823,UPSHER SMITH LABS,CHLORDIAZEPOXIDE HYDROCHLORIDE,CAPSULE,ORAL,Discontinued,other,728.98
ANDA084886,MYLAN,CHLORDIAZEPOXIDE HYDROCHLORIDE,CAPSULE,ORAL,Discontinued,other,761.45
ANDA084903,LANNETT,PRIMIDONE,TABLET,ORAL,Prescription,hepatitis,3865.32
ANDA084914,SANDOZ,QUINIDINE SULFATE,TABLET,ORAL,Discontinued,cardiovascular,6651.27
NDA018154,PFIZER,LONITEN,TABLET,ORAL,Discontinued,cancer,21737.96
ANDA084939,PUREPAC PHARM,CHLORDIAZEPOXIDE HYDROCHLORIDE,CAPSULE,ORAL,Discontinued,other,404.83
ANDA084951,MONARCH PHARMS,MENEST,TABLET,ORAL,Discontinued,tuberculosis,3891.84
ANDA084970,PERRIGO NEW YORK,HYDROCORTISONE,CREAM,TOPICAL,Discontinued,other,953.47
ANDA084986,VITARINE,DEXTROAMPHETAMINE SULFATE,TABLET,ORAL,Discontinued,other,79.87
ANDA084990,SOLVAY,DEXONE 1.5,TABLET,ORAL,Discontinued,ETS,2700.91
ANDA085007,PVT FORM,FEMOGEN,TABLET,ORAL,Discontinued,other,313.21
NDA018161,B BRAUN,ACETIC ACID 0.25% IN PLASTIC CONTAINER,SOLUTION,"IRRIGATION, URETHRAL",Prescription,cancer,22694.31
ANDA085070,CHARTWELL MOLECULAR,HYDROCORTISONE,TABLET,ORAL,Discontinued,diabetes,125.87
ANDA085075,FLEMING PHARMS,AEROLATE III,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued,other,606.48
ANDA085075,FLEMING PHARMS,AEROLATE SR,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued,cancer,1175.27
ANDA085075,FLEMING PHARMS,AEROLATE JR,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued,cancer,78064.62
ANDA085098,IMPAX LABS,HYDROCHLOROTHIAZIDE,TABLET,ORAL,Discontinued,other,820.06
ANDA085100,LEDERLE,DOLENE AP-65,TABLET,ORAL,Discontinued,cardiovascular,9656.83
ANDA085106,ENDO OPERATIONS,PERCOCET,TABLET,ORAL,Discontinued,other,181.46
ANDA085108,ALRA,LYGEN,CAPSULE,ORAL,Discontinued,other,594.96
NDA018173,PHARMACIA AND UPJOHN,FLUIDIL,TABLET,ORAL,Discontinued,other,427.2
ANDA085118,FERRANTE,CHLORDIAZEPOXIDE HYDROCHLORIDE,CAPSULE,ORAL,Discontinued,diabetes,100.22
NDA018179,ROCHE,VALRELEASE,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued,diabetes,134.85
ANDA085146,RISING,PROMETHAZINE HYDROCHLORIDE,TABLET,ORAL,Discontinued,cancer,78281.83
ANDA085161,WATSON LABS,PREDNISONE,TABLET,ORAL,Prescription,cardiovascular,279.38
ANDA085166,WATSON LABS,DIMENHYDRINATE,TABLET,ORAL,Discontinued,chronic respiratory,4848.53
ANDA085170,TABLICAPS,PREDNISOLONE,TABLET,ORAL,Discontinued,other,810.07
ANDA085192,WATSON LABS,METHOCARBAMOL,TABLET,ORAL,Discontinued,other,751.4
ANDA085195,WATSON LABS,MECLIZINE HYDROCHLORIDE,TABLET,ORAL,Discontinued,other,760.63
ANDA085201,WATSON LABS,PROPYLTHIOURACIL,TABLET,ORAL,Discontinued,cardiovascular,3921.15
ANDA085229,WATSON LABS,BETHANECHOL CHLORIDE,TABLET,ORAL,Discontinued,cardiovascular,7528.62
ANDA085231,WATSON LABS,PYRILAMINE MALEATE,TABLET,ORAL,Discontinued,other,387.38
NDA018200,PADAGIS US,MIDAMOR,TABLET,ORAL,Prescription,other,898.81
ANDA085318,CHARTWELL RX,CAM-METRAZINE,TABLET,ORAL,Discontinued,other,178.05
ANDA085364,KV PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,TABLET,ORAL,Discontinued,cardiovascular,2958.86
ANDA085383,WOCKHARDT,BUTABARBITAL SODIUM,ELIXIR,ORAL,Discontinued,other,551.79
ANDA085400,INTL MEDICATION,SUCCINYLCHOLINE CHLORIDE,INJECTABLE,INJECTION,Discontinued,diabetes,97.88
ANDA085441,IVAX PHARMS,"BUTALBITAL, ASPIRIN AND CAFFEINE",TABLET,ORAL,Discontinued,other,424.81
ANDA085527,SYOSSET,HYDROCORTISONE,CREAM,TOPICAL,Discontinued,cardiovascular,4949.61
ANDA085555,EPIC PHARMA LLC,AK-PENTOLATE,SOLUTION/DROPS,OPHTHALMIC,Discontinued,cardiovascular,8570.72
ANDA085569,ABC HOLDING,CHLOROTHIAZIDE,TABLET,ORAL,Discontinued,other,523.67
ANDA085571,LANNETT,GLUTETHIMIDE,TABLET,ORAL,Discontinued,other,363.1
